ContigName	UniqueTotReads	MultiTotReads	totalreadsgoodmapped
comp1093_c0_seq1	4	1	5
comp1094_c0_seq1	5	1	6
comp1095_c0_seq1	18	3	21
comp1096_c0_seq1	15	2	17
comp1097_c0_seq1	7	2	9
comp1098_c0_seq1	16	2	18
comp1099_c0_seq1	9	1	10
comp1100_c0_seq1	6	2	8
comp1101_c0_seq1	13	0	13
comp1102_c0_seq1	33	1	34
comp1103_c0_seq1	10	1	11
comp1104_c0_seq1	15	4	19
comp1105_c0_seq1	15	2	17
comp1106_c0_seq1	11	2	13
comp1107_c0_seq1	3	0	3
comp1108_c0_seq1	23	2	25
comp1109_c0_seq1	17	2	19
comp110_c0_seq1	24	0	24
comp1110_c0_seq1	2	8	10
comp1111_c0_seq1	5	0	5
comp1112_c0_seq1	6	1	7
comp1113_c0_seq1	2	1	3
comp1114_c0_seq1	3	0	3
comp1115_c0_seq1	9	1	10
comp1116_c0_seq1	13	2	15
comp1117_c0_seq1	15	1	16
comp1118_c0_seq1	1	1	2
comp1119_c0_seq1	13	2	15
comp111_c0_seq1	43	5	48
comp1120_c0_seq1	24	4	28
comp1121_c0_seq1	11	3	14
comp1122_c0_seq1	56	5	61
comp1123_c0_seq1	72	3	75
comp1124_c0_seq1	23	2	25
comp1125_c0_seq1	1	1	2
comp1126_c0_seq1	22	1	23
comp1127_c0_seq1	8	0	8
comp1128_c0_seq1	1	0	1
comp1129_c0_seq1	5	0	5
comp112_c0_seq1	0	1	1
comp1130_c0_seq1	17	0	17
comp1131_c0_seq1	34	2	36
comp1132_c0_seq1	32	5	37
comp1133_c0_seq1	15	0	15
comp1134_c0_seq1	2	1	3
comp1135_c0_seq1	14	1	15
comp1136_c0_seq1	8	0	8
comp1137_c0_seq1	12	1	13
comp1138_c0_seq1	8	0	8
comp1139_c0_seq1	7	0	7
comp113_c0_seq1	23	2	25
comp1140_c0_seq1	7	1	8
comp1141_c0_seq1	25	1	26
comp1142_c0_seq1	16	1	17
comp1143_c0_seq1	24	2	26
comp1144_c0_seq1	12	2	14
comp1145_c0_seq1	13	0	13
comp1146_c0_seq1	12	1	13
comp1148_c0_seq1	3	0	3
comp1149_c0_seq1	34	1	35
comp114_c0_seq1	8	1	9
comp1150_c0_seq1	1	0	1
comp1151_c0_seq1	12	1	13
comp1152_c0_seq1	18	0	18
comp1153_c0_seq1	12	3	15
comp1154_c0_seq1	22	0	22
comp1155_c0_seq1	10	0	10
comp1156_c0_seq1	26	0	26
comp1157_c0_seq1	11	2	13
comp1158_c0_seq1	6	2	8
comp1159_c0_seq1	5	0	5
comp115_c0_seq1	0	1	1
comp1160_c0_seq1	6	0	6
comp1161_c0_seq1	1	1	2
comp1162_c0_seq1	2	1	3
comp1163_c0_seq1	12	1	13
comp1164_c0_seq1	3	0	3
comp1165_c0_seq1	1	4	5
comp1166_c0_seq1	5	1	6
comp1167_c0_seq1	4	0	4
comp1168_c0_seq1	13	0	13
comp1169_c0_seq1	8	0	8
comp116_c0_seq1	64	5	69
comp1170_c0_seq1	5	3	8
comp1171_c0_seq1	23	2	25
comp1172_c0_seq1	9	2	11
comp1173_c0_seq1	6	2	8
comp1174_c0_seq1	20	1	21
comp1175_c0_seq1	0	0	0
comp1176_c0_seq1	4	1	5
comp1177_c0_seq1	4	0	4
comp1178_c0_seq1	9	0	9
comp1179_c0_seq1	17	1	18
comp117_c0_seq1	25	0	25
comp1180_c0_seq1	8	2	10
comp1181_c0_seq1	4	1	5
comp1182_c0_seq1	1	1	2
comp1183_c0_seq1	9	1	10
comp1184_c0_seq1	6	0	6
comp1185_c0_seq1	16	1	17
comp1186_c0_seq1	38	2	40
comp1187_c0_seq1	3	0	3
comp1188_c0_seq1	14	0	14
comp1189_c0_seq1	21	1	22
comp118_c0_seq1	12	1	13
comp1190_c0_seq1	6	1	7
comp1191_c0_seq1	35	3	38
comp1192_c0_seq1	15	0	15
comp1193_c0_seq1	6	2	8
comp1194_c0_seq1	7	1	8
comp1195_c0_seq1	6	1	7
comp1196_c0_seq1	10	1	11
comp1197_c0_seq1	8	1	9
comp1198_c0_seq1	6	1	7
comp1199_c0_seq1	11	2	13
comp119_c0_seq1	16	2	18
comp11_c0_seq1	1	0	1
comp1200_c0_seq1	9	1	10
comp1201_c0_seq1	4	1	5
comp1202_c0_seq1	11	0	11
comp1203_c0_seq1	9	3	12
comp1204_c0_seq1	5	1	6
comp1205_c0_seq1	12	1	13
comp1206_c0_seq1	12	0	12
comp1208_c0_seq1	16	2	18
comp1209_c0_seq1	5	3	8
comp120_c0_seq1	17	1	18
comp1210_c0_seq1	22	3	25
comp1211_c0_seq1	8	0	8
comp1212_c0_seq1	12	2	14
comp1213_c0_seq1	7	1	8
comp1214_c0_seq1	2	1	3
comp1215_c0_seq1	13	1	14
comp1216_c0_seq1	7	0	7
comp1217_c0_seq1	8	0	8
comp1218_c0_seq1	7	0	7
comp1219_c0_seq1	21	1	22
comp121_c0_seq1	19	1	20
comp1220_c0_seq1	5	2	7
comp1221_c0_seq1	8	0	8
comp1222_c0_seq1	11	1	12
comp1223_c0_seq1	1	1	2
comp1224_c0_seq1	15	2	17
comp1225_c0_seq1	10	2	12
comp1226_c0_seq1	20	0	20
comp1227_c0_seq1	4	0	4
comp1228_c0_seq1	3	0	3
comp1229_c0_seq1	1	1	2
comp122_c0_seq1	0	0	0
comp1230_c0_seq1	8	1	9
comp1231_c0_seq1	6	0	6
comp1232_c0_seq1	6	0	6
comp1233_c0_seq1	23	3	26
comp1234_c0_seq1	19	3	22
comp1235_c0_seq1	4	0	4
comp1236_c0_seq1	25	2	27
comp1237_c0_seq1	5	2	7
comp1238_c0_seq1	7	0	7
comp1239_c0_seq1	5	0	5
comp123_c0_seq1	24	2	26
comp1240_c0_seq1	15	2	17
comp1241_c0_seq1	8	1	9
comp1242_c0_seq1	4	0	4
comp1243_c0_seq1	9	0	9
comp1244_c0_seq1	3	0	3
comp1245_c0_seq1	33	2	35
comp1246_c0_seq1	0	2	2
comp1247_c0_seq1	16	2	18
comp1248_c0_seq1	6	0	6
comp124_c0_seq1	13	0	13
comp1250_c0_seq1	9	0	9
comp1251_c0_seq1	19	1	20
comp1252_c0_seq1	13	2	15
comp1253_c0_seq1	11	1	12
comp1254_c0_seq1	10	1	11
comp1255_c0_seq1	5	0	5
comp1256_c0_seq1	14	2	16
comp1257_c0_seq1	20	1	21
comp1258_c0_seq1	7	1	8
comp1259_c0_seq1	25	0	25
comp125_c0_seq1	1	7	8
comp1260_c0_seq1	7	0	7
comp1261_c0_seq1	6	2	8
comp1262_c0_seq1	8	2	10
comp1263_c0_seq1	11	0	11
comp1264_c0_seq1	8	1	9
comp1265_c0_seq1	16	1	17
comp1266_c0_seq1	37	2	39
comp1267_c0_seq1	37	1	38
comp1268_c0_seq1	7	1	8
comp1269_c0_seq1	17	3	20
comp126_c0_seq1	9	0	9
comp1270_c0_seq1	3	0	3
comp1271_c0_seq1	8	1	9
comp1272_c0_seq1	8	1	9
comp1273_c0_seq1	61	4	65
comp1274_c0_seq1	8	2	10
comp1275_c0_seq1	6	1	7
comp1276_c0_seq1	11	7	18
comp1277_c0_seq1	4	2	6
comp1278_c0_seq1	2	0	2
comp1279_c0_seq1	15	1	16
comp127_c0_seq1	48	3	51
comp1280_c0_seq1	12	1	13
comp1281_c0_seq1	4	0	4
comp1282_c0_seq1	7	3	10
comp1283_c0_seq1	11	1	12
comp1284_c0_seq1	2	0	2
comp1285_c0_seq1	4	0	4
comp1286_c0_seq1	8	0	8
comp1287_c0_seq1	4	2	6
comp1288_c0_seq1	8	1	9
comp1289_c0_seq1	6	0	6
comp128_c0_seq1	27	1	28
comp1290_c0_seq1	0	1	1
comp1291_c0_seq1	6	0	6
comp1292_c0_seq1	21	0	21
comp1293_c0_seq1	13	0	13
comp1294_c0_seq1	11	0	11
comp1295_c0_seq1	0	1	1
comp1296_c0_seq1	4	0	4
comp1297_c0_seq1	15	3	18
comp1299_c0_seq1	9	0	9
comp129_c0_seq1	30	2	32
comp12_c0_seq1	3	0	3
comp1300_c0_seq1	5	1	6
comp1301_c0_seq1	3	1	4
comp1302_c0_seq1	8	0	8
comp1303_c0_seq1	14	3	17
comp1304_c0_seq1	7	1	8
comp1305_c0_seq1	5	0	5
comp1306_c0_seq1	13	3	16
comp1307_c0_seq1	10	0	10
comp1309_c0_seq1	7	0	7
comp130_c0_seq1	24	0	24
comp130_c0_seq2	12	12	24
comp1310_c0_seq1	30	3	33
comp1311_c0_seq1	9	0	9
comp1312_c0_seq1	4	0	4
comp1313_c0_seq1	9	0	9
comp1314_c0_seq1	3	2	5
comp1315_c0_seq1	5	1	6
comp1316_c0_seq1	9	1	10
comp1317_c0_seq1	12	1	13
comp1318_c0_seq1	0	0	0
comp1319_c0_seq1	38	0	38
comp131_c0_seq1	40	0	40
comp1320_c0_seq1	10	0	10
comp1321_c0_seq1	19	1	20
comp1322_c0_seq1	21	2	23
comp1323_c0_seq1	9	2	11
comp1324_c0_seq1	0	0	0
comp1325_c0_seq1	5	1	6
comp1326_c0_seq1	9	0	9
comp1327_c0_seq1	0	1	1
comp1328_c0_seq1	4	1	5
comp1329_c0_seq1	7	1	8
comp132_c0_seq1	5	2	7
comp1330_c0_seq1	11	0	11
comp1331_c0_seq1	9	2	11
comp1333_c0_seq1	21	0	21
comp1334_c0_seq1	29	1	30
comp1335_c0_seq1	5	2	7
comp1336_c0_seq1	17	1	18
comp1337_c0_seq1	9	0	9
comp1338_c0_seq1	5	1	6
comp1339_c0_seq1	1	1	2
comp133_c0_seq1	9	0	9
comp1340_c0_seq1	23	3	26
comp1341_c0_seq1	7	2	9
comp1342_c0_seq1	7	0	7
comp1343_c0_seq1	4	0	4
comp1344_c0_seq1	0	0	0
comp1345_c0_seq1	3	1	4
comp1346_c0_seq1	4	0	4
comp1347_c0_seq1	9	0	9
comp1348_c0_seq1	14	1	15
comp1349_c0_seq1	10	1	11
comp134_c0_seq1	7	4	11
comp1350_c0_seq1	10	0	10
comp1351_c0_seq1	4	0	4
comp1352_c0_seq1	4	0	4
comp1353_c0_seq1	5	1	6
comp1354_c0_seq1	25	0	25
comp1355_c0_seq1	14	3	17
comp1356_c0_seq1	5	0	5
comp1357_c0_seq1	6	2	8
comp1358_c0_seq1	0	0	0
comp1359_c0_seq1	20	2	22
comp135_c0_seq1	8	1	9
comp1360_c0_seq1	12	1	13
comp1361_c0_seq1	3	2	5
comp1362_c0_seq1	5	4	9
comp1363_c0_seq1	6	1	7
comp1364_c0_seq1	15	0	15
comp1365_c0_seq1	6	1	7
comp1366_c0_seq1	7	0	7
comp1367_c0_seq1	11	1	12
comp1368_c0_seq1	12	1	13
comp1369_c0_seq1	16	0	16
comp136_c0_seq1	25	0	25
comp1370_c0_seq1	4	0	4
comp1371_c0_seq1	12	2	14
comp1372_c0_seq1	6	0	6
comp1373_c0_seq1	18	3	21
comp1374_c0_seq1	23	3	26
comp1375_c0_seq1	36	2	38
comp1376_c0_seq1	12	1	13
comp1377_c0_seq1	4	1	5
comp1378_c0_seq1	14	1	15
comp1379_c0_seq1	2	0	2
comp137_c0_seq1	19	1	20
comp1380_c0_seq1	6	3	9
comp1381_c0_seq1	5	0	5
comp1382_c0_seq1	10	3	13
comp1383_c0_seq1	10	2	12
comp1384_c0_seq1	9	2	11
comp1386_c0_seq1	9	0	9
comp1387_c0_seq1	12	1	13
comp1388_c0_seq1	8	0	8
comp1389_c0_seq1	10	1	11
comp1390_c0_seq1	8	0	8
comp1391_c0_seq1	5	2	7
comp1392_c0_seq1	15	0	15
comp1393_c0_seq1	5	0	5
comp1394_c0_seq1	10	1	11
comp1395_c0_seq1	19	2	21
comp1396_c0_seq1	23	4	27
comp1397_c0_seq1	6	0	6
comp1398_c0_seq1	8	0	8
comp1399_c0_seq1	12	0	12
comp139_c0_seq1	8	1	9
comp1400_c0_seq1	9	0	9
comp1401_c0_seq1	6	0	6
comp1402_c0_seq1	6	0	6
comp1403_c0_seq1	6	0	6
comp1404_c0_seq1	2	0	2
comp1405_c0_seq1	10	1	11
comp1406_c0_seq1	9	3	12
comp1407_c0_seq1	3	0	3
comp1408_c0_seq1	11	1	12
comp1409_c0_seq1	3	0	3
comp140_c0_seq1	12	1	13
comp1410_c0_seq1	11	0	11
comp1411_c0_seq1	15	0	15
comp1412_c0_seq1	18	0	18
comp1413_c0_seq1	3	0	3
comp1414_c0_seq1	3	0	3
comp1415_c0_seq1	12	1	13
comp1416_c0_seq1	12	1	13
comp1417_c0_seq1	6	1	7
comp1418_c0_seq1	16	1	17
comp1419_c0_seq1	8	0	8
comp141_c0_seq1	12	2	14
comp1420_c0_seq1	3	0	3
comp1421_c0_seq1	7	2	9
comp1422_c0_seq1	9	2	11
comp1423_c0_seq1	4	0	4
comp1424_c0_seq1	14	1	15
comp1425_c0_seq1	13	1	14
comp1426_c0_seq1	12	0	12
comp1427_c0_seq1	4	0	4
comp1428_c0_seq1	12	0	12
comp1429_c0_seq1	4	0	4
comp1431_c0_seq1	13	0	13
comp1432_c0_seq1	11	1	12
comp1433_c0_seq1	1	1	2
comp1434_c0_seq1	6	1	7
comp1435_c0_seq1	7	0	7
comp1436_c0_seq1	16	0	16
comp1437_c0_seq1	14	1	15
comp1438_c0_seq1	1	0	1
comp1439_c0_seq1	6	0	6
comp143_c0_seq1	13	0	13
comp1440_c0_seq1	16	0	16
comp1441_c0_seq1	12	0	12
comp1442_c0_seq1	3	3	6
comp1443_c0_seq1	2	2	4
comp1444_c0_seq1	10	0	10
comp1445_c0_seq1	10	0	10
comp1446_c0_seq1	10	0	10
comp1447_c0_seq1	6	1	7
comp1448_c0_seq1	1	2	3
comp1449_c0_seq1	7	1	8
comp144_c0_seq1	19	1	20
comp1450_c0_seq1	5	0	5
comp1451_c0_seq1	2	0	2
comp1452_c0_seq1	3	1	4
comp1453_c0_seq1	3	0	3
comp1454_c0_seq1	19	1	20
comp1455_c0_seq1	4	0	4
comp1456_c0_seq1	5	0	5
comp1457_c0_seq1	16	0	16
comp1458_c0_seq1	3	1	4
comp1459_c0_seq1	9	0	9
comp145_c0_seq1	8	1	9
comp1460_c0_seq1	4	0	4
comp1461_c0_seq1	8	1	9
comp1462_c0_seq1	14	0	14
comp1463_c0_seq1	3	0	3
comp1464_c0_seq1	5	2	7
comp1465_c0_seq1	13	2	15
comp1466_c0_seq1	0	1	1
comp1467_c0_seq1	7	0	7
comp1468_c0_seq1	0	1	1
comp1469_c0_seq1	4	2	6
comp146_c0_seq1	29	1	30
comp1470_c0_seq1	3	0	3
comp1471_c0_seq1	1	1	2
comp1472_c0_seq1	6	1	7
comp1473_c0_seq1	6	0	6
comp1474_c0_seq1	45	3	48
comp1475_c0_seq1	10	1	11
comp1476_c0_seq1	3	2	5
comp1477_c0_seq1	8	0	8
comp1478_c0_seq1	10	1	11
comp1479_c0_seq1	9	0	9
comp147_c0_seq1	39	2	41
comp1480_c0_seq1	13	2	15
comp1481_c0_seq1	18	0	18
comp1482_c0_seq1	8	0	8
comp1483_c0_seq1	8	1	9
comp1484_c0_seq1	1	1	2
comp1485_c0_seq1	40	2	42
comp1486_c0_seq1	9	0	9
comp1487_c0_seq1	4	0	4
comp1488_c0_seq1	4	1	5
comp1489_c0_seq1	0	0	0
comp148_c0_seq1	10	1	11
comp1490_c0_seq1	12	3	15
comp1491_c0_seq1	9	0	9
comp1492_c0_seq1	6	2	8
comp1493_c0_seq1	7	3	10
comp1494_c0_seq1	7	0	7
comp1495_c0_seq1	13	2	15
comp1496_c0_seq1	3	1	4
comp1497_c0_seq1	7	0	7
comp1498_c0_seq1	15	3	18
comp1499_c0_seq1	22	2	24
comp149_c0_seq1	5	3	8
comp1500_c0_seq1	32	2	34
comp1501_c0_seq1	2	0	2
comp1502_c0_seq1	0	1	1
comp1503_c0_seq1	3	2	5
comp1504_c0_seq1	21	2	23
comp1505_c0_seq1	8	0	8
comp1506_c0_seq1	7	2	9
comp1507_c0_seq1	13	3	16
comp1508_c0_seq1	3	0	3
comp1509_c0_seq1	13	0	13
comp150_c0_seq1	106	7	113
comp1510_c0_seq1	9	1	10
comp1511_c0_seq1	11	2	13
comp1512_c0_seq1	7	2	9
comp1513_c0_seq1	5	1	6
comp1514_c0_seq1	4	0	4
comp1515_c0_seq1	2	0	2
comp1516_c0_seq1	7	1	8
comp1518_c0_seq1	2	1	3
comp1519_c0_seq1	6	0	6
comp151_c0_seq1	6	0	6
comp1520_c0_seq1	5	3	8
comp1521_c0_seq1	1	0	1
comp1522_c0_seq1	2	0	2
comp1523_c0_seq1	13	2	15
comp1524_c0_seq1	8	0	8
comp1525_c0_seq1	3	0	3
comp1526_c0_seq1	5	0	5
comp1527_c0_seq1	7	0	7
comp1528_c0_seq1	3	1	4
comp1529_c0_seq1	9	0	9
comp152_c0_seq1	6	1	7
comp1530_c0_seq1	8	1	9
comp1531_c0_seq1	9	0	9
comp1532_c0_seq1	6	0	6
comp1533_c0_seq1	16	0	16
comp1534_c0_seq1	9	0	9
comp1535_c0_seq1	8	0	8
comp1536_c0_seq1	3	0	3
comp1537_c0_seq1	10	2	12
comp1538_c0_seq1	4	0	4
comp1539_c0_seq1	9	2	11
comp153_c0_seq1	18	3	21
comp1540_c0_seq1	5	0	5
comp1541_c0_seq1	15	3	18
comp1542_c0_seq1	4	0	4
comp1543_c0_seq1	1	1	2
comp1544_c0_seq1	11	1	12
comp1545_c0_seq1	8	3	11
comp1546_c0_seq1	8	2	10
comp1547_c0_seq1	30	2	32
comp1548_c0_seq1	1	0	1
comp1549_c0_seq1	51	4	55
comp154_c0_seq1	17	1	18
comp1550_c0_seq1	1	0	1
comp1551_c0_seq1	10	1	11
comp1552_c0_seq1	4	0	4
comp1553_c0_seq1	4	0	4
comp1554_c0_seq1	18	1	19
comp1555_c0_seq1	4	0	4
comp1556_c0_seq1	1	1	2
comp1557_c0_seq1	2	1	3
comp1558_c0_seq1	7	1	8
comp1559_c0_seq1	4	0	4
comp155_c0_seq1	54	3	57
comp1560_c0_seq1	4	2	6
comp1561_c0_seq1	8	1	9
comp1562_c0_seq1	5	0	5
comp1563_c0_seq1	1	0	1
comp1564_c0_seq1	0	0	0
comp1566_c0_seq1	3	2	5
comp1567_c0_seq1	9	1	10
comp1568_c0_seq1	13	1	14
comp1569_c0_seq1	3	0	3
comp156_c0_seq1	10	0	10
comp1570_c0_seq1	15	0	15
comp1571_c0_seq1	2	0	2
comp1572_c0_seq1	11	1	12
comp1573_c0_seq1	4	2	6
comp1574_c0_seq1	3	0	3
comp1575_c0_seq1	4	0	4
comp1576_c0_seq1	9	3	12
comp1577_c0_seq1	10	3	13
comp1578_c0_seq1	2	2	4
comp1579_c0_seq1	6	0	6
comp157_c0_seq1	8	0	8
comp1580_c0_seq1	4	1	5
comp1581_c0_seq1	7	1	8
comp1582_c0_seq1	1	0	1
comp1583_c0_seq1	5	0	5
comp1584_c0_seq1	14	1	15
comp1585_c0_seq1	2	3	5
comp1586_c0_seq1	4	0	4
comp1587_c0_seq1	0	1	1
comp1588_c0_seq1	6	0	6
comp1589_c0_seq1	20	3	23
comp158_c0_seq1	24	4	28
comp1590_c0_seq1	20	2	22
comp1591_c0_seq1	12	1	13
comp1592_c0_seq1	4	0	4
comp1593_c0_seq1	0	1	1
comp1594_c0_seq1	17	2	19
comp1595_c0_seq1	10	4	14
comp1596_c0_seq1	6	0	6
comp1597_c0_seq1	9	1	10
comp1598_c0_seq1	3	0	3
comp1599_c0_seq1	4	1	5
comp159_c0_seq1	42	2	44
comp1600_c0_seq1	7	1	8
comp1601_c0_seq1	25	1	26
comp1602_c0_seq1	5	0	5
comp1603_c0_seq1	9	2	11
comp1604_c0_seq1	3	1	4
comp1605_c0_seq1	15	0	15
comp1606_c0_seq1	12	0	12
comp1607_c0_seq1	9	1	10
comp1608_c0_seq1	6	0	6
comp1609_c0_seq1	16	1	17
comp160_c0_seq1	22	1	23
comp1610_c0_seq1	2	1	3
comp1611_c0_seq1	7	1	8
comp1612_c0_seq1	4	0	4
comp1613_c0_seq1	2	0	2
comp1614_c0_seq1	1	0	1
comp1615_c0_seq1	18	1	19
comp1616_c0_seq1	9	1	10
comp1617_c0_seq1	7	1	8
comp1618_c0_seq1	12	2	14
comp1619_c0_seq1	13	0	13
comp161_c0_seq1	54	2	56
comp1620_c0_seq1	3	1	4
comp1621_c0_seq1	12	1	13
comp1622_c0_seq1	19	2	21
comp1623_c0_seq1	2	1	3
comp1624_c0_seq1	6	0	6
comp1625_c0_seq1	13	2	15
comp1626_c0_seq1	3	1	4
comp1627_c0_seq1	0	10	10
comp1628_c0_seq1	5	0	5
comp1629_c0_seq1	15	4	19
comp1630_c0_seq1	13	0	13
comp1631_c0_seq1	8	2	10
comp1632_c0_seq1	5	1	6
comp1633_c0_seq1	5	1	6
comp1634_c0_seq1	13	0	13
comp1635_c0_seq1	6	2	8
comp1636_c0_seq1	1	0	1
comp1637_c0_seq1	3	0	3
comp1638_c0_seq1	10	2	12
comp1639_c0_seq1	6	0	6
comp163_c0_seq1	33	1	34
comp1640_c0_seq1	8	0	8
comp1641_c0_seq1	3	0	3
comp1642_c0_seq1	4	1	5
comp1643_c0_seq1	1	0	1
comp1644_c0_seq1	11	0	11
comp1645_c0_seq1	1	0	1
comp1646_c0_seq1	11	1	12
comp1647_c0_seq1	19	0	19
comp1648_c0_seq1	8	3	11
comp1649_c0_seq1	1	0	1
comp164_c0_seq1	150	1	151
comp1650_c0_seq1	1	0	1
comp1651_c0_seq1	5	0	5
comp1652_c0_seq1	21	2	23
comp1653_c0_seq1	2	1	3
comp1654_c0_seq1	16	3	19
comp1655_c0_seq1	11	1	12
comp1656_c0_seq1	12	1	13
comp1657_c0_seq1	8	0	8
comp1658_c0_seq1	9	1	10
comp1659_c0_seq1	1	0	1
comp165_c0_seq1	139	6	145
comp1660_c0_seq1	4	1	5
comp1661_c0_seq1	6	2	8
comp1662_c0_seq1	10	0	10
comp1663_c0_seq1	4	1	5
comp1664_c0_seq1	4	0	4
comp1665_c0_seq1	1	1	2
comp1666_c0_seq1	6	0	6
comp1667_c0_seq1	3	0	3
comp1668_c0_seq1	3	0	3
comp1669_c0_seq1	9	1	10
comp1670_c0_seq1	2	1	3
comp1671_c0_seq1	11	1	12
comp1672_c0_seq1	3	1	4
comp1673_c0_seq1	1	0	1
comp1674_c0_seq1	3	0	3
comp1675_c0_seq1	5	0	5
comp1676_c0_seq1	6	0	6
comp1677_c0_seq1	12	3	15
comp1678_c0_seq1	2	1	3
comp1679_c0_seq1	8	1	9
comp167_c0_seq1	88	2	90
comp1680_c0_seq1	5	0	5
comp1681_c0_seq1	2	0	2
comp1682_c0_seq1	7	0	7
comp1683_c0_seq1	5	4	9
comp1684_c0_seq1	6	1	7
comp1685_c0_seq1	4	0	4
comp1686_c0_seq1	9	0	9
comp1687_c0_seq1	3	1	4
comp1688_c0_seq1	5	0	5
comp1689_c0_seq1	14	1	15
comp168_c0_seq1	41	2	43
comp1690_c0_seq1	3	0	3
comp1691_c0_seq1	1	0	1
comp1692_c0_seq1	7	2	9
comp1693_c0_seq1	5	0	5
comp1694_c0_seq1	8	1	9
comp1696_c0_seq1	5	6	11
comp1697_c0_seq1	2	1	3
comp1698_c0_seq1	10	1	11
comp1699_c0_seq1	2	0	2
comp169_c0_seq1	39	3	42
comp16_c0_seq1	0	0	0
comp1700_c0_seq1	25	1	26
comp1701_c0_seq1	2	0	2
comp1702_c0_seq1	5	1	6
comp1703_c0_seq1	8	2	10
comp1704_c0_seq1	7	1	8
comp1705_c0_seq1	4	1	5
comp1706_c0_seq1	4	2	6
comp1707_c0_seq1	8	0	8
comp1708_c0_seq1	4	0	4
comp1709_c0_seq1	8	0	8
comp170_c0_seq1	33	0	33
comp1710_c0_seq1	4	0	4
comp1711_c0_seq1	3	0	3
comp1712_c0_seq1	12	2	14
comp1713_c0_seq1	0	3	3
comp1714_c0_seq1	3	0	3
comp1715_c0_seq1	16	3	19
comp1716_c0_seq1	2	3	5
comp1717_c0_seq1	5	1	6
comp1718_c0_seq1	3	1	4
comp1719_c0_seq1	6	2	8
