ContigName	UniqueTotReads	MultiTotReads	totalreadsgoodmapped
comp1269_c0_seq1	15	0	15
comp126_c0_seq1	6	0	6
comp1270_c0_seq1	6	1	7
comp1271_c0_seq1	8	2	10
comp1272_c0_seq1	17	2	19
comp1273_c0_seq1	34	2	36
comp1274_c0_seq1	7	2	9
comp1275_c0_seq1	6	0	6
comp1276_c0_seq1	17	2	19
comp1277_c0_seq1	9	0	9
comp1278_c0_seq1	2	0	2
comp1279_c0_seq1	11	1	12
comp127_c0_seq1	77	4	81
comp1280_c0_seq1	11	2	13
comp1281_c0_seq1	16	0	16
comp1282_c0_seq1	12	1	13
comp1283_c0_seq1	16	1	17
comp1284_c0_seq1	6	1	7
comp1285_c0_seq1	3	2	5
comp1286_c0_seq1	3	0	3
comp1287_c0_seq1	3	0	3
comp1288_c0_seq1	13	1	14
comp1289_c0_seq1	4	2	6
comp128_c0_seq1	16	0	16
comp1290_c0_seq1	1	1	2
comp1291_c0_seq1	2	0	2
comp1292_c0_seq1	16	2	18
comp1293_c0_seq1	11	1	12
comp1294_c0_seq1	7	0	7
comp1295_c0_seq1	21	0	21
comp1296_c0_seq1	7	0	7
comp1297_c0_seq1	31	2	33
comp1299_c0_seq1	10	0	10
comp129_c0_seq1	32	2	34
comp12_c0_seq1	6	0	6
comp1300_c0_seq1	9	3	12
comp1301_c0_seq1	7	1	8
comp1302_c0_seq1	5	0	5
comp1303_c0_seq1	11	1	12
comp1304_c0_seq1	22	1	23
comp1305_c0_seq1	6	0	6
comp1306_c0_seq1	16	3	19
comp1307_c0_seq1	6	2	8
comp1309_c0_seq1	4	1	5
comp130_c0_seq1	0	0	0
comp130_c0_seq2	0	0	0
comp1310_c0_seq1	28	1	29
comp1311_c0_seq1	12	1	13
comp1312_c0_seq1	2	0	2
comp1313_c0_seq1	5	1	6
comp1314_c0_seq1	5	0	5
comp1315_c0_seq1	8	2	10
comp1316_c0_seq1	7	2	9
comp1317_c0_seq1	10	3	13
comp1318_c0_seq1	0	0	0
comp1319_c0_seq1	30	2	32
comp131_c0_seq1	14	2	16
comp1320_c0_seq1	16	2	18
comp1321_c0_seq1	12	1	13
comp1322_c0_seq1	25	0	25
comp1323_c0_seq1	5	2	7
comp1324_c0_seq1	1	1	2
comp1325_c0_seq1	15	1	16
comp1326_c0_seq1	10	0	10
comp1327_c0_seq1	2	3	5
comp1328_c0_seq1	6	1	7
comp1329_c0_seq1	6	1	7
comp132_c0_seq1	1	1	2
comp1330_c0_seq1	7	2	9
comp1331_c0_seq1	7	1	8
comp1333_c0_seq1	10	1	11
comp1334_c0_seq1	36	2	38
comp1335_c0_seq1	5	2	7
comp1336_c0_seq1	24	0	24
comp1337_c0_seq1	15	2	17
comp1338_c0_seq1	6	3	9
comp1339_c0_seq1	2	1	3
comp133_c0_seq1	14	0	14
comp1340_c0_seq1	40	4	44
comp1341_c0_seq1	5	2	7
comp1342_c0_seq1	3	0	3
comp1343_c0_seq1	8	0	8
comp1344_c0_seq1	2	0	2
comp1345_c0_seq1	1	0	1
comp1346_c0_seq1	0	0	0
comp1347_c0_seq1	6	1	7
comp1348_c0_seq1	8	2	10
comp1349_c0_seq1	12	1	13
comp134_c0_seq1	10	0	10
comp1350_c0_seq1	9	1	10
comp1351_c0_seq1	6	0	6
comp1352_c0_seq1	7	1	8
comp1353_c0_seq1	6	0	6
comp1354_c0_seq1	20	0	20
comp1355_c0_seq1	13	1	14
comp1356_c0_seq1	6	0	6
comp1357_c0_seq1	6	0	6
comp1358_c0_seq1	3	0	3
comp1359_c0_seq1	8	0	8
comp135_c0_seq1	6	1	7
comp1360_c0_seq1	7	1	8
comp1361_c0_seq1	0	0	0
comp1362_c0_seq1	12	0	12
comp1363_c0_seq1	17	3	20
comp1364_c0_seq1	4	3	7
comp1365_c0_seq1	8	2	10
comp1366_c0_seq1	8	0	8
comp1367_c0_seq1	17	1	18
comp1368_c0_seq1	21	1	22
comp1369_c0_seq1	12	2	14
comp136_c0_seq1	8	2	10
comp1370_c0_seq1	11	0	11
comp1371_c0_seq1	6	0	6
comp1372_c0_seq1	4	0	4
comp1373_c0_seq1	7	3	10
comp1374_c0_seq1	32	3	35
comp1375_c0_seq1	32	4	36
comp1376_c0_seq1	7	1	8
comp1377_c0_seq1	4	0	4
comp1378_c0_seq1	9	2	11
comp1379_c0_seq1	5	1	6
comp137_c0_seq1	19	2	21
comp1380_c0_seq1	11	0	11
comp1381_c0_seq1	8	1	9
comp1382_c0_seq1	10	2	12
comp1383_c0_seq1	8	1	9
comp1384_c0_seq1	7	1	8
comp1386_c0_seq1	7	0	7
comp1387_c0_seq1	16	0	16
comp1388_c0_seq1	13	1	14
comp1389_c0_seq1	19	3	22
comp1390_c0_seq1	6	0	6
comp1391_c0_seq1	7	0	7
comp1392_c0_seq1	15	3	18
comp1393_c0_seq1	5	0	5
comp1394_c0_seq1	12	2	14
comp1395_c0_seq1	15	3	18
comp1396_c0_seq1	19	0	19
comp1397_c0_seq1	10	0	10
comp1398_c0_seq1	7	0	7
comp1399_c0_seq1	13	1	14
comp139_c0_seq1	4	0	4
comp1400_c0_seq1	10	0	10
comp1401_c0_seq1	10	0	10
comp1402_c0_seq1	3	1	4
comp1403_c0_seq1	6	0	6
comp1404_c0_seq1	3	0	3
comp1405_c0_seq1	12	0	12
comp1406_c0_seq1	7	0	7
comp1407_c0_seq1	1	1	2
comp1408_c0_seq1	15	2	17
comp1409_c0_seq1	3	0	3
comp140_c0_seq1	11	1	12
comp1410_c0_seq1	11	0	11
comp1411_c0_seq1	0	0	0
comp1412_c0_seq1	17	1	18
comp1413_c0_seq1	11	0	11
comp1414_c0_seq1	1	0	1
comp1415_c0_seq1	6	3	9
comp1416_c0_seq1	14	4	18
comp1417_c0_seq1	11	0	11
comp1418_c0_seq1	12	2	14
comp1419_c0_seq1	10	1	11
comp141_c0_seq1	18	3	21
comp1420_c0_seq1	0	3	3
comp1421_c0_seq1	10	0	10
comp1422_c0_seq1	12	1	13
comp1423_c0_seq1	4	0	4
comp1424_c0_seq1	13	0	13
comp1425_c0_seq1	4	3	7
comp1426_c0_seq1	9	1	10
comp1427_c0_seq1	8	0	8
comp1428_c0_seq1	5	4	9
comp1429_c0_seq1	2	0	2
comp1431_c0_seq1	8	3	11
comp1432_c0_seq1	11	0	11
comp1433_c0_seq1	4	1	5
comp1434_c0_seq1	10	3	13
comp1435_c0_seq1	5	0	5
comp1436_c0_seq1	15	1	16
comp1437_c0_seq1	8	2	10
comp1438_c0_seq1	0	1	1
comp1439_c0_seq1	1	1	2
comp143_c0_seq1	8	0	8
comp1440_c0_seq1	17	0	17
comp1441_c0_seq1	10	3	13
comp1442_c0_seq1	14	1	15
comp1443_c0_seq1	3	1	4
comp1444_c0_seq1	4	0	4
comp1445_c0_seq1	13	1	14
comp1446_c0_seq1	0	1	1
comp1447_c0_seq1	6	0	6
comp1448_c0_seq1	3	2	5
comp1449_c0_seq1	0	3	3
comp144_c0_seq1	15	0	15
comp1450_c0_seq1	6	1	7
comp1451_c0_seq1	7	0	7
comp1452_c0_seq1	5	0	5
comp1453_c0_seq1	2	0	2
comp1454_c0_seq1	5	1	6
comp1455_c0_seq1	4	0	4
comp1456_c0_seq1	4	0	4
comp1457_c0_seq1	7	0	7
comp1458_c0_seq1	1	0	1
comp1459_c0_seq1	14	1	15
comp145_c0_seq1	8	0	8
comp1460_c0_seq1	7	1	8
comp1461_c0_seq1	12	0	12
comp1462_c0_seq1	6	0	6
comp1463_c0_seq1	1	0	1
comp1464_c0_seq1	2	0	2
comp1465_c0_seq1	15	2	17
comp1466_c0_seq1	0	1	1
comp1467_c0_seq1	5	2	7
comp1468_c0_seq1	5	0	5
comp1469_c0_seq1	1	0	1
comp146_c0_seq1	11	0	11
comp1470_c0_seq1	4	0	4
comp1471_c0_seq1	3	1	4
comp1472_c0_seq1	5	1	6
comp1473_c0_seq1	9	1	10
comp1474_c0_seq1	43	3	46
comp1475_c0_seq1	9	4	13
comp1476_c0_seq1	6	0	6
comp1477_c0_seq1	7	1	8
comp1478_c0_seq1	6	1	7
comp1479_c0_seq1	6	2	8
comp147_c0_seq1	43	3	46
comp1480_c0_seq1	13	1	14
comp1481_c0_seq1	6	0	6
comp1482_c0_seq1	10	0	10
comp1483_c0_seq1	8	0	8
comp1484_c0_seq1	1	0	1
comp1485_c0_seq1	43	2	45
comp1486_c0_seq1	7	1	8
comp1487_c0_seq1	8	0	8
comp1488_c0_seq1	9	1	10
comp1489_c0_seq1	0	0	0
comp148_c0_seq1	6	1	7
comp1490_c0_seq1	10	1	11
comp1491_c0_seq1	7	1	8
comp1492_c0_seq1	6	0	6
comp1493_c0_seq1	9	2	11
comp1494_c0_seq1	8	0	8
comp1495_c0_seq1	15	0	15
comp1496_c0_seq1	2	1	3
comp1497_c0_seq1	12	1	13
comp1498_c0_seq1	13	2	15
comp1499_c0_seq1	23	1	24
comp149_c0_seq1	0	0	0
comp1500_c0_seq1	27	1	28
comp1501_c0_seq1	3	1	4
comp1502_c0_seq1	5	0	5
comp1503_c0_seq1	8	0	8
comp1504_c0_seq1	23	5	28
comp1505_c0_seq1	9	2	11
comp1506_c0_seq1	10	2	12
comp1507_c0_seq1	12	0	12
comp1508_c0_seq1	5	0	5
comp1509_c0_seq1	17	2	19
comp150_c0_seq1	143	5	148
comp1510_c0_seq1	7	0	7
comp1511_c0_seq1	4	2	6
comp1512_c0_seq1	15	0	15
comp1513_c0_seq1	8	2	10
comp1514_c0_seq1	3	2	5
comp1515_c0_seq1	2	0	2
comp1516_c0_seq1	8	0	8
comp1518_c0_seq1	4	0	4
comp1519_c0_seq1	6	1	7
comp151_c0_seq1	5	0	5
comp1520_c0_seq1	10	3	13
comp1521_c0_seq1	5	0	5
comp1522_c0_seq1	6	1	7
comp1523_c0_seq1	4	2	6
comp1524_c0_seq1	19	1	20
comp1525_c0_seq1	3	0	3
comp1526_c0_seq1	2	0	2
comp1527_c0_seq1	5	0	5
comp1528_c0_seq1	5	0	5
comp1529_c0_seq1	15	0	15
comp152_c0_seq1	6	1	7
comp1530_c0_seq1	4	0	4
comp1531_c0_seq1	6	2	8
comp1532_c0_seq1	5	1	6
comp1533_c0_seq1	18	1	19
comp1534_c0_seq1	10	1	11
comp1535_c0_seq1	8	1	9
comp1536_c0_seq1	6	0	6
comp1537_c0_seq1	4	0	4
comp1538_c0_seq1	3	3	6
comp1539_c0_seq1	7	0	7
comp153_c0_seq1	35	2	37
comp1540_c0_seq1	12	0	12
comp1541_c0_seq1	16	1	17
comp1542_c0_seq1	2	0	2
comp1543_c0_seq1	2	0	2
comp1544_c0_seq1	19	1	20
comp1545_c0_seq1	8	0	8
comp1546_c0_seq1	7	1	8
comp1547_c0_seq1	16	2	18
comp1548_c0_seq1	1	1	2
comp1549_c0_seq1	47	3	50
comp154_c0_seq1	20	3	23
comp1550_c0_seq1	5	0	5
comp1551_c0_seq1	10	1	11
comp1552_c0_seq1	8	0	8
comp1553_c0_seq1	8	1	9
comp1554_c0_seq1	22	0	22
comp1555_c0_seq1	5	0	5
comp1556_c0_seq1	0	2	2
comp1557_c0_seq1	5	0	5
comp1558_c0_seq1	6	1	7
comp1559_c0_seq1	10	1	11
comp155_c0_seq1	60	3	63
comp1560_c0_seq1	0	0	0
comp1561_c0_seq1	15	2	17
comp1562_c0_seq1	7	2	9
comp1563_c0_seq1	1	1	2
comp1564_c0_seq1	1	0	1
comp1566_c0_seq1	4	0	4
comp1567_c0_seq1	12	0	12
comp1568_c0_seq1	5	2	7
comp1569_c0_seq1	8	1	9
comp156_c0_seq1	4	0	4
comp1570_c0_seq1	12	0	12
comp1571_c0_seq1	5	1	6
comp1572_c0_seq1	10	1	11
comp1573_c0_seq1	3	0	3
comp1574_c0_seq1	6	0	6
comp1575_c0_seq1	4	0	4
comp1576_c0_seq1	9	2	11
comp1577_c0_seq1	13	3	16
comp1578_c0_seq1	5	1	6
comp1579_c0_seq1	6	3	9
comp157_c0_seq1	7	0	7
comp1580_c0_seq1	8	0	8
comp1581_c0_seq1	5	1	6
comp1582_c0_seq1	5	0	5
comp1583_c0_seq1	1	1	2
comp1584_c0_seq1	9	1	10
comp1585_c0_seq1	3	1	4
comp1586_c0_seq1	6	0	6
comp1587_c0_seq1	4	0	4
comp1588_c0_seq1	15	1	16
comp1589_c0_seq1	20	2	22
comp158_c0_seq1	35	1	36
comp1590_c0_seq1	41	2	43
comp1591_c0_seq1	7	3	10
comp1592_c0_seq1	7	0	7
comp1593_c0_seq1	0	0	0
comp1594_c0_seq1	12	2	14
comp1595_c0_seq1	12	0	12
comp1596_c0_seq1	8	0	8
comp1597_c0_seq1	5	2	7
comp1598_c0_seq1	8	2	10
comp1599_c0_seq1	6	2	8
comp159_c0_seq1	37	2	39
comp1600_c0_seq1	3	0	3
comp1601_c0_seq1	25	1	26
comp1602_c0_seq1	7	2	9
comp1603_c0_seq1	8	1	9
comp1604_c0_seq1	8	1	9
comp1605_c0_seq1	37	2	39
comp1606_c0_seq1	26	2	28
comp1607_c0_seq1	11	1	12
comp1608_c0_seq1	8	0	8
comp1609_c0_seq1	15	3	18
comp160_c0_seq1	20	1	21
comp1610_c0_seq1	7	0	7
comp1611_c0_seq1	5	0	5
comp1612_c0_seq1	7	0	7
comp1613_c0_seq1	5	0	5
comp1614_c0_seq1	5	1	6
comp1615_c0_seq1	19	3	22
comp1616_c0_seq1	8	2	10
comp1617_c0_seq1	4	1	5
comp1618_c0_seq1	10	0	10
comp1619_c0_seq1	12	2	14
comp161_c0_seq1	25	1	26
comp1620_c0_seq1	4	2	6
comp1621_c0_seq1	16	3	19
comp1622_c0_seq1	21	3	24
comp1623_c0_seq1	2	0	2
comp1624_c0_seq1	6	2	8
comp1625_c0_seq1	16	1	17
comp1626_c0_seq1	6	1	7
comp1627_c0_seq1	2	10	12
comp1628_c0_seq1	1	0	1
comp1629_c0_seq1	5	0	5
comp1630_c0_seq1	8	0	8
comp1631_c0_seq1	9	1	10
comp1632_c0_seq1	7	1	8
comp1633_c0_seq1	8	1	9
comp1634_c0_seq1	11	1	12
comp1635_c0_seq1	10	1	11
comp1636_c0_seq1	0	0	0
comp1637_c0_seq1	0	1	1
comp1638_c0_seq1	14	2	16
comp1639_c0_seq1	4	0	4
comp163_c0_seq1	40	2	42
comp1640_c0_seq1	4	0	4
comp1641_c0_seq1	4	0	4
comp1642_c0_seq1	6	1	7
comp1643_c0_seq1	5	0	5
comp1644_c0_seq1	4	0	4
comp1645_c0_seq1	14	1	15
comp1646_c0_seq1	7	2	9
comp1647_c0_seq1	19	2	21
comp1648_c0_seq1	2	0	2
comp1649_c0_seq1	1	0	1
comp164_c0_seq1	125	2	127
comp1650_c0_seq1	1	0	1
comp1651_c0_seq1	4	0	4
comp1652_c0_seq1	3	2	5
comp1653_c0_seq1	7	1	8
comp1654_c0_seq1	13	1	14
comp1655_c0_seq1	8	1	9
comp1656_c0_seq1	13	0	13
comp1657_c0_seq1	9	1	10
comp1658_c0_seq1	4	3	7
comp1659_c0_seq1	0	0	0
comp165_c0_seq1	162	5	167
comp1660_c0_seq1	7	1	8
comp1661_c0_seq1	9	2	11
comp1662_c0_seq1	13	4	17
comp1663_c0_seq1	3	0	3
comp1664_c0_seq1	2	1	3
comp1665_c0_seq1	6	0	6
comp1666_c0_seq1	11	1	12
comp1667_c0_seq1	0	0	0
comp1668_c0_seq1	5	0	5
comp1669_c0_seq1	3	1	4
comp1670_c0_seq1	6	1	7
comp1671_c0_seq1	11	0	11
comp1672_c0_seq1	2	0	2
comp1673_c0_seq1	8	0	8
comp1674_c0_seq1	2	2	4
comp1675_c0_seq1	5	0	5
comp1676_c0_seq1	7	1	8
comp1677_c0_seq1	23	2	25
comp1678_c0_seq1	1	2	3
comp1679_c0_seq1	10	1	11
comp167_c0_seq1	116	0	116
comp1680_c0_seq1	5	0	5
comp1681_c0_seq1	3	1	4
comp1682_c0_seq1	10	0	10
comp1683_c0_seq1	17	0	17
comp1684_c0_seq1	3	0	3
comp1685_c0_seq1	2	0	2
comp1686_c0_seq1	9	2	11
comp1687_c0_seq1	5	1	6
comp1688_c0_seq1	8	0	8
comp1689_c0_seq1	23	3	26
comp168_c0_seq1	49	3	52
comp1690_c0_seq1	8	0	8
comp1691_c0_seq1	5	0	5
comp1692_c0_seq1	3	0	3
comp1693_c0_seq1	3	0	3
comp1694_c0_seq1	9	0	9
comp1696_c0_seq1	1	2	3
comp1697_c0_seq1	1	0	1
comp1698_c0_seq1	11	0	11
comp1699_c0_seq1	5	0	5
comp169_c0_seq1	12	2	14
comp16_c0_seq1	4	0	4
comp1700_c0_seq1	22	5	27
comp1701_c0_seq1	6	2	8
comp1702_c0_seq1	10	0	10
comp1703_c0_seq1	13	1	14
comp1704_c0_seq1	5	0	5
comp1705_c0_seq1	4	2	6
comp1706_c0_seq1	3	1	4
comp1707_c0_seq1	14	1	15
comp1708_c0_seq1	7	2	9
comp1709_c0_seq1	4	2	6
comp170_c0_seq1	37	1	38
comp1710_c0_seq1	3	0	3
comp1711_c0_seq1	7	0	7
comp1712_c0_seq1	18	1	19
comp1713_c0_seq1	0	2	2
comp1714_c0_seq1	5	0	5
comp1715_c0_seq1	11	1	12
comp1716_c0_seq1	10	0	10
comp1717_c0_seq1	6	1	7
comp1718_c0_seq1	3	0	3
comp1719_c0_seq1	6	2	8
